App,Category,Rating,Price,Reviews,Size,Installs,Type,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Ex Service Taxis,BUSINESS,3.5,0,15,8.0M,"1,000+",Free,Everyone,Business,21-Oct-15,20.7.9.2,2.3 and up
S.O.L : Stone of Life EX,FAMILY,4.3,0,171220,42M,"5,000,000+",Free,Everyone 10+,Role Playing,28-Jul-15,1.2.6,2.3.3 and up
How To Get Your Ex Back Fast,LIFESTYLE,4,0,22,19M,"5,000+",Free,Everyone,Lifestyle,7-Feb-18,15,4.0.3 and up
ExDialer PRO Key,COMMUNICATION,4.5,3.99,5474,17k,"100,000+",Paid,Everyone,Communication,15-Jan-14,81,2.1 and up
Volume Control Ex,TOOLS,4.2,1.49,5,2.5M,100+,Paid,Everyone,Tools,30-Jul-18,1.6.2,4.0 and up
Virtual Dice EX,GAME,4.3,0,40,3.6M,"5,000+",Free,Everyone,Board,15-Mar-16,2.8,3.0 and up
Black Theme Go Launcher EX,PERSONALIZATION,4.1,0,285,3.9M,"50,000+",Free,Teen,Personalization,3-Oct-17,5,2.3 and up
EY Events,BUSINESS,2.5,0,31,54M,"10,000+",Free,Everyone,Business,4-Apr-18,2.6,4.1 and up
EY GlobalOne,BUSINESS,2.7,0,11,6.8M,"1,000+",Free,Everyone,Business,27-Nov-17,3.1.0,2.2 and up
EY TaxChat,FINANCE,1.2,0,44,27M,"1,000+",Free,Everyone,Finance,9-Apr-18,3.24.0,6.0 and up
EY India Tax Insights,BUSINESS,4.7,0,87,5.1M,"10,000+",Free,Everyone,Business,15-Jul-17,0.0.1,4.1 and up
EY Forensics,FINANCE,4.9,0,7,3.4M,"1,000+",Free,Everyone,Finance,17-Jun-16,1.0.1,4.0.3 and up
EY India CFO Insights,BUSINESS,4.7,0,37,10M,"5,000+",Free,Everyone,Business,29-Jun-18,1.5,4.1 and up
EY ATL Fuel Calculator,PRODUCTIVITY,4.4,0,15,3.1M,500+,Free,Everyone,Productivity,21-Jul-18,12,2.1 and up
Fuel Calculator for EY,TOOLS,4.7,0,32,2.7M,"1,000+",Free,Everyone,Tools,15-Jun-18,1.11,2.1 and up
EY Digi India Personal Tax,BUSINESS,4,0,2,1.7M,100+,Free,Everyone,Business,24-May-18,5,4.0.3 and up
Pink Guy - Ey B0ss,FAMILY,4.7,0,13,1.2M,500+,Free,Everyone,Entertainment,4-May-16,1,4.0.3 and up
EY Staff ENTERTAINER,LIFESTYLE,4.3,0,218,19M,"10,000+",Free,Everyone,Lifestyle,16-Jan-17,1.0.3,2.3 and up
Eyes - The Scary Horror Game Adventure,GAME,4.4,0,499483,99M,"10,000,000+",Free,Teen,Adventure,2-Aug-18,5.6.14,4.1 and up
EY Oil & Gas,BUSINESS,4.6,0,20,15M,"1,000+",Free,Everyone,Business,12-Oct-17,1.4.36,4.0.3 and up
Third Eye,TOOLS,4.4,0,19877,4.5M,"1,000,000+",Free,Everyone,Tools,7-Jan-18,1.1.6,4.0 and up
Sudoku Master,GAME,4.4,0,58387,3.3M,"1,000,000+",Free,Everyone,Word,13-Dec-13,1.1.2,2.1 and up
Jungle Monkey Run,GAME,4.4,0,54082,21M,"10,000,000+",Free,Everyone,Adventure,11-Jul-18,1.6.8,4.0.3 and up
Hey That's Pretty Good!,TOOLS,4.6,0,222,10M,"10,000+",Free,Everyone,Tools,29-Jul-16,4.2.0,2.3 and up
Everbridge,COMMUNICATION,3.1,0,497,36M,"100,000+",Free,Everyone,Communication,17-Jul-18,8.6.2,4.4 and up
I am Dentist - Save my Teeth,FAMILY,4.3,0,7443,33M,"100,000+",Free,Everyone,Casual,29-Sep-16,1.0.11,3.0 and up
Best Auto Call Recorder Free,COMMUNICATION,3.7,0,7,4.3M,500+,Free,Everyone,Communication,2-Oct-17,2.1,4.1 and up
FilterGrid - Cam&Photo Editor,PHOTOGRAPHY,4.6,0,126338,9.6M,"1,000,000+",Free,Everyone,Photography,15-Mar-17,2.0.5,4.0 and up
Etihad Airways,TRAVEL_AND_LOCAL,4.1,0,3674,61M,"500,000+",Free,Everyone,Travel & Local,9-Jul-18,1.8.1 (41),5.0 and up
Beach Volleyball 3D,SPORTS,4.2,0,43191,14M,"5,000,000+",Free,Everyone,Sports,10-Jan-18,1.0.3,2.1 and up
Organizer,PRODUCTIVITY,4.4,2.99,936,5.4M,"50,000+",Paid,Everyone,Productivity,17-Jun-18,2.96,4.0 and up
EZ Video Download for Facebook,SOCIAL,4.1,0,34079,1.3M,"1,000,000+",Free,Teen,Social,14-Mar-17,2.001,4.0.3 and up
EZ Cleaner - Booster Optimizer,TOOLS,4.4,0,6801,2.8M,"500,000+",Free,Everyone,Tools,8-Jan-18,1.3.1,4.0.3 and up
EZ PZ RPG,FAMILY,3.8,0,70903,47M,"1,000,000+",Free,Everyone 10+,Role Playing,27-Oct-16,2.164.4,2.3 and up
EZ Inspections,PRODUCTIVITY,2.8,0,160,7.6M,"10,000+",Free,Everyone,Productivity,27-Jul-18,4.5.24,4.2 and up
EZ-ELD Update,AUTO_AND_VEHICLES,3.1,0,14,4.6M,"1,000+",Free,Everyone,Auto & Vehicles,9-Feb-18,16,4.3 and up
EZ Display,PRODUCTIVITY,2.9,0,280,10.0M,"50,000+",Free,Everyone,Productivity,14-Nov-14,1.0.0.457,4.0 and up
EZ Web Video Cast | Chromecast,VIDEO_PLAYERS,4.1,0,1276,4.6M,"100,000+",Free,Everyone,Video Players & Editors,14-Dec-17,1,4.4 and up
ez Share Android app,PHOTOGRAPHY,3.3,0,1461,13M,"100,000+",Free,Everyone,Photography,31-Aug-17,3.2.6,2.3 and up
EZ File Manager(Root Explorer),PRODUCTIVITY,3.5,0,626,1.2M,"100,000+",Free,Everyone,Productivity,23-Jun-15,1.1,3.2 and up
EZ Launcher,PERSONALIZATION,4.2,0,18926,2.9M,"1,000,000+",Free,Everyone,Personalization,28-Sep-13,0.5.2 beta,2.2 and up
EZ-SEE,VIDEO_PLAYERS,2.8,0,71,10M,"10,000+",Free,Everyone,Video Players & Editors,18-Jul-18,3.08,5.0 and up
EZ-ELD Driver App (Free),AUTO_AND_VEHICLES,2.1,0,83,4.8M,"5,000+",Free,Everyone,Auto & Vehicles,29-Jul-18,1.0.12,4.3 and up
Ez Mirror Match,GAME,4.4,0,3344,36M,"500,000+",Free,Everyone,Arcade,3-Jan-18,2.1,4.0 and up
EZ Notes Lite,PRODUCTIVITY,4.4,0,69,3.5M,"1,000+",Free,Everyone,Productivity,8-Jul-16,2.79,4.0 and up
Dream EZ,HEALTH_AND_FITNESS,4.1,0,107,50M,"10,000+",Free,Everyone,Health & Fitness,24-Mar-16,1.0.0,3.0 and up
Ez Texting,BUSINESS,3.3,0,49,51k,"10,000+",Free,Everyone,Business,18-Jan-12,0.59,2.1 and up
EZ TV Player,VIDEO_PLAYERS,3.5,0,51,11M,"10,000+",Free,Everyone,Video Players & Editors,26-Jun-18,8.0.9,5.0 and up
EZ-GUI Ground Station,TOOLS,4.7,0,3696,29M,"50,000+",Free,Everyone,Tools,10-Aug-17,4.5,4.3 and up
Ez iCam,PHOTOGRAPHY,3.1,0,7300,46M,"1,000,000+",Free,Teen,Photography,12-Jan-18,V4.1.0,5.0 and up
E-Z App??Train Control,TOOLS,4.3,0,33,46M,"1,000+",Free,Everyone,Tools,6-Dec-16,1,4.3 and up
EZ App Installer,TOOLS,4.1,0,533,1.4M,"100,000+",Free,Everyone,Tools,22-Jul-17,1.4.13,4.0 and up
EZ Clock & Weather Widget,WEATHER,4.2,0,6849,1.2M,"1,000,000+",Free,Everyone,Weather,5-Mar-14,v1.9.6 beta 1,2.1 and up
EZ Pass,TOOLS,2.5,0,15,228k,"5,000+",Free,Everyone,Tools,10-Sep-16,1.3,2.3 and up
EZ View,BUSINESS,3,0,287,9.8M,"50,000+",Free,Everyone,Business,26-Oct-15,1.0.0.32,4.0 and up
EZ TAG Express,TRAVEL_AND_LOCAL,3.2,0,86,39M,"10,000+",Free,Everyone,Travel & Local,17-May-18,2.5.186032,4.4 and up
EZ Wifi Notification,COMMUNICATION,4.3,0,260,193k,"10,000+",Free,Everyone,Communication,11-Aug-14,1.8,2.2 and up
EZ-VPNGate,TOOLS,4.3,0,36,12M,"5,000+",Free,Everyone,Tools,21-Aug-17,1.0.7,4.0.3 and up
EZ Switch Widget,PRODUCTIVITY,4.2,0,2412,192k,"100,000+",Free,Everyone,Productivity,27-Sep-12,0.1.8 beta,2.2 and up
EZ-Builder Mobile,FAMILY,4.3,0,51,57M,"5,000+",Free,Everyone,Education,2-Apr-18,2018.04.02.00,3.0 and up
EZ LED,TOOLS,2.2,0,19,2.1M,"1,000+",Free,Everyone,Tools,5-Sep-17,1.1,4.3 and up
F&M Bank - EZ Banking,FINANCE,3.9,0,49,3.9M,"10,000+",Free,Everyone,Finance,24-Feb-17,3.34.0+1702241319.a,4.1 and up
My EZ-Link Mobile,LIFESTYLE,2.8,0,3187,11M,"100,000+",Free,Everyone,Lifestyle,27-Jan-17,1.0.11,4.0 and up
EZ Financial Calculator,FINANCE,4.4,0,32,2.3M,"1,000+",Free,Everyone,Finance,13-Jan-18,2.3,4.4 and up
EZ Quran,BOOKS_AND_REFERENCE,4.6,0,595,8.5M,"50,000+",Free,Everyone,Books & Reference,28-Jun-16,6,4.1 and up
EZ Screenshot,TOOLS,4.4,0,55,1.4M,"5,000+",Free,Everyone,Tools,12-Sep-17,1.1.4,5.0 and up
EZ Utilities Extension,TOOLS,3.9,0,33,473k,"5,000+",Free,Everyone,Tools,5-May-16,9,6.0 and up
EZ-Placard - Free Placard Calculator,TOOLS,2.9,0,7,2.4M,"1,000+",Free,Everyone,Tools,26-Oct-17,2,4.1 and up
EZ game screen recorder with audio 1080P,VIDEO_PLAYERS,4.1,0,40,3.9M,"1,000+",Free,Everyone,Video Players & Editors,13-Jul-17,1.0.0,5.0 and up
FA Player Essentials,SPORTS,5,0,7,68M,100+,Free,Everyone,Sports,23-Jul-18,1.6.0,4.0.3 and up
HTC Sense Input - FA,TOOLS,4.6,0,1420,1.6M,"100,000+",Free,Everyone,Tools,9-Nov-15,1.0.606863,5.0 and up
"Messages, Text and Video Chat for Messenger",SOCIAL,4.4,0,49580,4.0M,"10,000,000+",Free,Everyone,Social,4-Jun-18,1.24,4.1 and up
All Social Networks,SOCIAL,4.2,0,22650,1.5M,"1,000,000+",Free,Everyone,Social,21-May-18,2.4.12,4.0 and up
Facebook Face to Face Events,BUSINESS,4.4,0,4518,26M,"1,000,000+",Free,Everyone,Business,1-Mar-18,1.5,4.1 and up
FA Part 1 & 2 Past Papers Solved Free ??Offline,BOOKS_AND_REFERENCE,3.9,0,46,3.0M,"5,000+",Free,Everyone,Books & Reference,30-Apr-18,1.1,4.0 and up
Il Coccodrillo Come Fa,FAMILY,3.4,0,17,246k,"1,000+",Free,Everyone,Entertainment,21-Nov-14,1,4.0 and up
Farsi Keyboard,TOOLS,4.3,0,9716,1.3M,"1,000,000+",Free,Everyone,Tools,10-Apr-18,4.7,4.0 and up
Premier League - Official App,SPORTS,4.3,0,63782,24M,"5,000,000+",Free,Everyone,Sports,7-Aug-18,1.1.5,4.1 and up
Golden HoYeah Slots - Real Casino Slots,GAME,4.4,0,201537,68M,"5,000,000+",Free,Teen,Casino,1-Aug-18,2.1.7,4.0.3 and up
FaFaFa??Gold Casino: Free slot machines,GAME,4.3,0,11051,44M,"1,000,000+",Free,Teen,Casino,25-Jun-18,1.9.58,4.0.3 and up
Messenger Messenger,SOCIAL,4.3,0,38826,7.0M,"10,000,000+",Free,Everyone,Social,7-Aug-18,1.6,4.1 and up
Farm Heroes Saga,FAMILY,4.4,0,7615646,71M,"100,000,000+",Free,Everyone,Casual,7-Aug-18,5.2.6,2.3 and up
ESPN Fantasy Sports,SPORTS,4,0,176487,10M,"5,000,000+",Free,Everyone,Sports,21-Nov-17,5.3.0,4.4 and up
Heart of Vegas??Slots ??Free Slot Casino Games,GAME,4.5,0,264282,48M,"10,000,000+",Free,Teen,Casino,12-Jul-18,3.10.43,4.0.3 and up
Fallout Shelter,FAMILY,4.6,0,2721923,25M,"10,000,000+",Free,Teen,Simulation,11-Jun-18,1.13.12,4.1 and up
Authy 2-Factor Authentication,TOOLS,4.3,0,15070,6.3M,"1,000,000+",Free,Everyone,Tools,30-Jul-18,23.2.7,4.0.3 and up
Facejjang,PHOTOGRAPHY,4.1,0,100179,96M,"10,000,000+",Free,Everyone,Photography,17-May-18,2.52,4.0.3 and up
Block Puzzle - Wood Legend,FAMILY,4.4,0,318867,10M,"10,000,000+",Free,Everyone,Puzzle,6-Jul-18,26,4.0.3 and up
Soccer 2018,SPORTS,3.5,0,172373,47M,"10,000,000+",Free,Everyone,Sports,12-Jul-18,1.3,4.3 and up
Flash Light on Call & SMS,TOOLS,4.1,0,25438,3.2M,"1,000,000+",Free,Everyone,Tools,24-Apr-18,1.2.3,4.0.3 and up
Swift for Facebook Lite,SOCIAL,4.3,0,9562,5.8M,"500,000+",Free,Teen,Social,31-May-18,4.1.0,Varies with device
Friendly for Facebook,SOCIAL,4.5,0,42621,23M,"1,000,000+",Free,Teen,Social,7-Aug-18,2.1.05,4.4 and up
Mini for fb lite,TOOLS,4,0,710,1.1M,"100,000+",Free,Everyone,Tools,24-May-18,1,2.3 and up
Faster for Facebook Lite,SOCIAL,4.3,0,24456,4.6M,"1,000,000+",Free,Teen,Social,29-May-18,4.7,4.1 and up
Who Viewed My FB Profile,FAMILY,3.4,0,121,6.3M,"10,000+",Free,Everyone,Entertainment,26-Dec-17,2,4.0.3 and up
Lite for Facebook Messenger,COMMUNICATION,4.3,0,76498,4.3M,"1,000,000+",Free,Teen,Communication,20-Jun-18,6.3.2,Varies with device
Profile Tracker - Who Viewed My Facebook Profile,SOCIAL,4.7,0,37090,4.8M,"500,000+",Free,Teen,Social,1-Aug-18,5.4,4.1 and up
Who viewed my fb profile pro?��?,FAMILY,4.5,0,6396,4.2M,"100,000+",Free,Everyone,Entertainment,17-Aug-17,24.4,4.1 and up
Video Downloader For FB: Save FB Videos 2018,TOOLS,4.3,0,434,3.6M,"50,000+",Free,Everyone,Tools,8-Aug-18,1.1.9,4.0.3 and up
Pink Color for Facebook,SOCIAL,4.1,0,5285,4.0M,"500,000+",Free,Everyone,Social,1-Jul-18,2.0.5,4.1 and up
Messenger,SOCIAL,4.1,0,68025,3.9M,"10,000,000+",Free,Everyone,Social,16-Apr-18,1,4.1 and up
"Stickers for Imo, fb, whatsapp",SOCIAL,4.4,0,214,8.7M,"10,000+",Free,Teen,Social,23-Oct-16,1.0.0.2,2.3 and up
Who Viewed My Facebook Profile - Stalkers Visitors,SOCIAL,4.6,0,273244,9.9M,"5,000,000+",Free,Everyone,Social,24-Jun-18,4.1.1,4.0.3 and up
Cover Camera for FB,PHOTOGRAPHY,3.8,0,742,1.8M,"100,000+",Free,Everyone,Photography,9-Mar-14,3.0.0,2.2 and up
MB Notifications for FB (Free),SOCIAL,3.9,0,3047,1.5M,"100,000+",Free,Teen,Social,29-Apr-15,1.17.0,2.3 and up
MultiMessage for FB Messenger,PRODUCTIVITY,4.2,0,182,7.0M,"50,000+",Free,Everyone,Productivity,28-Apr-18,1.0.1,4.2 and up
FB Live,BUSINESS,3.7,0,27,18M,"5,000+",Free,Everyone,Business,17-May-18,1.2.0,5.0 and up
Phoenix - Facebook & Messenger,SOCIAL,4.3,0,9606,3.4M,"100,000+",Free,Teen,Social,18-Jul-18,2.2.0717,5.0 and up
Faster Social for Facebook,SOCIAL,4.2,0,1236,3.3M,"100,000+",Free,Teen,Social,2-Aug-18,1.8,4.3 and up
Check Your Visitors on FB ?,SOCIAL,3.6,0,40,1.5M,"5,000+",Free,Everyone,Social,17-Feb-17,4.4,4.2 and up
Videos downloader for Facebook:fast fb video saver,VIDEO_PLAYERS,4.3,0,20,5.1M,"5,000+",Free,Everyone,Video Players & Editors,27-Apr-18,1.0.0,4.0.3 and up
Stickers for Facebook,SOCIAL,4.3,0,11066,10M,"1,000,000+",Free,Everyone,Social,13-Mar-18,1.4,4.4 and up
Video Download For FB,TOOLS,4.3,0,444,1.6M,"100,000+",Free,Everyone,Tools,14-Jul-17,1,3.0 and up
Video Downloader for FB : Video Download with Link,VIDEO_PLAYERS,4.5,0,1060,3.2M,"100,000+",Free,Everyone,Video Players & Editors,20-Dec-17,2.1,4.0 and up
Video Downloader for FB,TOOLS,4.3,0,53,3.0M,"5,000+",Free,Everyone,Tools,1-Aug-18,1.0.1,4.0.3 and up
FB Photographie,PHOTOGRAPHY,4.7,0,37,10M,"1,000+",Free,Everyone,Photography,22-May-16,2,4.0 and up
Lite Messenger for Facebook Lite,SOCIAL,3.8,0,108,2.8M,"10,000+",Free,Teen,Social,28-May-18,3.1,4.2 and up
Download Facebook Photo Albums,TOOLS,4,0,3840,2.5M,"100,000+",Free,Everyone,Tools,2-Jun-17,2.4,4.4 and up
Mini for Facebook lite,SOCIAL,4.1,0,260,1.3M,"10,000+",Free,Teen,Social,21-Jun-18,1.2,3.0 and up
funny Image Comments for FB,SOCIAL,3.9,0,19,15M,"5,000+",Free,Teen,Social,13-Feb-18,2,4.1 and up
IDM for Facebook ??Downloader,PRODUCTIVITY,4.3,0,1905,3.1M,"100,000+",Free,Everyone,Productivity,17-Oct-15,7.95,2.3 and up
"Unlimited Group Links - Whatsapp, FB, Telegram",SOCIAL,3.4,0,44,2.8M,"10,000+",Free,Mature 17+,Social,3-Jul-18,4,4.0.3 and up
HD VideoDownlaoder For Fb : XXVideo Downloader,VIDEO_PLAYERS,4.2,0,61,6.1M,"10,000+",Free,Everyone,Video Players & Editors,30-Jul-18,1.0.3,4.0.3 and up
Barca News - app for Barcelona FC Fans,SPORTS,4.5,0,207,4.5M,"10,000+",Free,Everyone,Sports,13-Nov-17,2.6.0,4.0 and up
FC Barcelona Fantasy Manager: Real football mobile,SPORTS,4.4,0,15221,30M,"1,000,000+",Free,Everyone,Sports,2-Oct-17,7.30.005,4.0.3 and up
Classic FC 64 IN 1,FAMILY,4.2,0,1749,6.2M,"100,000+",Free,Everyone,Casual,29-Dec-17,1.0.0,2.3 and up
FC Barcelona Official Keyboard,SPORTS,4.7,0,5229,20M,"500,000+",Free,Everyone,Sports,17-May-18,2.1.0.0.15734,4.1 and up
Barcelona Live 2018?�Goals & News for Barca FC Fans,SPORTS,4.6,0,342,38M,"10,000+",Free,Everyone,Sports,6-Aug-18,2.22.0,4.2 and up
Barcelona News - Sportfusion,SPORTS,4.4,0,382,20M,"10,000+",Free,Everyone,Sports,6-Mar-18,3.953,4.1 and up
Barcelona Calendar,SPORTS,4.4,0,670,3.1M,"10,000+",Free,Everyone,Sports,17-Nov-17,2.2,4.0.3 and up
"Barca News - FC Barcelona, World Foot & Transfers",SPORTS,4.8,0,160,6.4M,"10,000+",Free,Everyone,Sports,4-Aug-18,4,4.1 and up
FC Bayern Munich,SPORTS,4.6,0,37140,71M,"1,000,000+",Free,Everyone,Sports,1-Aug-18,1.3.11,4.1 and up
FC BARCELONA EVENTS,SPORTS,4.3,0,6,11M,100+,Free,Everyone,Sports,22-Apr-18,v2.7.11.16,4.1 and up
Cambridge English FC,FAMILY,4.4,0,761,11M,"50,000+",Free,Everyone,Education,6-Oct-16,2.1.0,4.0 and up
Barcelona Live - Goal Score & News for Barca Fans,SPORTS,4.4,0,38,2.6M,"10,000+",Free,Everyone,Sports,17-Aug-17,1,4.0 and up
Seattle Sounders FC,SPORTS,3.3,0,974,33M,"10,000+",Free,Everyone,Sports,1-Aug-18,2018.0.12,4.1 and up
FCB Connect - FC Barcelona,SOCIAL,4.5,0,795,21M,"50,000+",Free,Teen,Social,7-Jun-18,2.1.5,4.1 and up
1. FC Köln App,SPORTS,4.6,0,2019,41M,"100,000+",Free,Everyone,Sports,20-Jul-18,1.13.0,4.4 and up
File Commander - File Manager/Explorer,BUSINESS,4.3,0,758590,12M,"100,000,000+",Free,Everyone,Business,2-Aug-18,Varies with device,4.1 and up
FC Porto,SPORTS,4.9,0,15883,21M,"100,000+",Free,Everyone,Sports,19-Jun-18,2.6.0,4.0.3 and up
Fulham FC,SPORTS,4.3,0,401,2.8M,"10,000+",Free,Everyone,Sports,9-Aug-17,5,2.3 and up
Chelsea FC Official Keyboard,PRODUCTIVITY,4.5,0,91397,14M,"1,000,000+",Free,Everyone,Productivity,3-Jul-18,3.4.4,5.0 and up
Burnley FC,SPORTS,4.9,0,195,29M,"5,000+",Free,Everyone,Sports,1-Aug-18,2018.8.1,4.4 and up
Atlanta United FC,SPORTS,3.7,0,215,76M,"10,000+",Free,Everyone,Sports,28-Jun-18,2.10.5-prod-release,4.4 and up
Barcelona Wallpaper HD,PERSONALIZATION,4.5,0,93,5.7M,"10,000+",Free,Everyone,Personalization,28-Feb-18,1.1,4.1 and up
Sydney FC Official App,SPORTS,4.6,0,57,17M,"5,000+",Free,Everyone,Sports,26-Jun-18,3.0.0,4.1 and up
Birmingham City FC,SPORTS,4.5,0,191,28M,"10,000+",Free,Everyone,Sports,1-Aug-18,2018.8.1,4.4 and up
FC Browser - Focus Privacy Browser,COMMUNICATION,4.1,0,26,4.6M,"1,000+",Free,Everyone,Communication,24-Nov-17,1,5.0 and up
Noticias FC Barcelona,NEWS_AND_MAGAZINES,5,0,4,3.1M,100+,Free,Everyone,News & Magazines,15-Jun-18,1.3,4.4 and up
Toronto FC,SPORTS,3.4,0,144,79M,"10,000+",Free,Teen,Sports,11-May-18,4.2.5,4.3 and up
Middlesbrough FC Official,SPORTS,4.5,0,152,36M,"10,000+",Free,Everyone,Sports,29-May-18,2018.5.25,4.4 and up
The 5th Stand,SPORTS,4.8,0,1697,17M,"100,000+",Free,Everyone,Sports,31-Jul-18,1.2.677,4.4 and up
Galaxian(FC),GAME,4.5,1.99,2,7.8M,100+,Paid,Everyone,Arcade,13-Nov-15,1,2.3 and up
FC Red Bull Salzburg App,SPORTS,4.5,0,1526,89M,"50,000+",Free,Everyone,Sports,7-Aug-18,4.0.4-R,5.0 and up
FC Zenit official Android app,SPORTS,4.5,0,5675,49M,"100,000+",Free,Everyone,Sports,18-Apr-18,3.0.10,4.1 and up
Fan App for Portsmouth FC,SPORTS,4.5,0,53,12M,"1,000+",Free,Teen,Sports,6-Aug-16,60816,4.2 and up
Latest Barcelona News 24h,NEWS_AND_MAGAZINES,4.5,0,104,3.0M,"10,000+",Free,Everyone,News & Magazines,6-Jan-18,1.3,4.0 and up
Mobile FC,SPORTS,4.1,0,5015,57M,"100,000+",Free,Everyone,Sports,25-May-18,125,4.0.3 and up
"FirstCry Baby & Kids Shopping, Fashion & Parenting",SHOPPING,4.1,0,41074,16M,"5,000,000+",Free,Everyone,Shopping,27-Jun-18,68,4.1 and up
Fan App for Reading FC,SPORTS,3.6,0,9,13M,500+,Free,Teen,Sports,6-Aug-16,60816,4.2 and up
Deportivo Toluca FC,SPORTS,4.7,0,2317,5.9M,"50,000+",Free,Everyone,Sports,26-Jul-18,2.0.20,5.0 and up
Underdog FC,SPORTS,4.6,0,216,40M,"10,000+",Free,Everyone,Sports,2-Aug-18,23.17,4.1 and up
Las Vegas Lights FC,SPORTS,4.9,0,10,14M,500+,Free,Everyone,Sports,9-Mar-18,2.0.833.18,4.0.3 and up
FD Shift Calendar Widget,TOOLS,4.1,0,981,73k,"100,000+",Free,Everyone,Tools,16-Mar-11,1.2.4,1.6 and up
Bank FD Interest Calculator,FINANCE,4.5,0,166,3.5M,"10,000+",Free,Everyone,Finance,7-Jan-18,2.5,4.0.3 and up
FD VR Video Player - (Stored),FAMILY,3.9,0,751,17M,"100,000+",Free,Everyone,Entertainment,30-Nov-16,3.6.1,4.4 and up
FD Mobile,FAMILY,3.9,0,53,7.9M,"5,000+",Free,Everyone,Entertainment,20-Sep-17,2.1.2,4.0.3 and up
Formula DRIFT,SPORTS,4.6,0,169,19M,"10,000+",Free,Everyone,Sports,27-Jul-18,2.0.855.33,4.0.3 and up
FD VR - Virtual 3D Web Browser,FAMILY,3.8,0,729,30M,"100,000+",Free,Everyone,Entertainment,9-Mar-18,4.6.12c,4.4 and up
FD Community FCU Mobile,FINANCE,4.7,0,175,12M,"1,000+",Free,Everyone,Finance,12-Jun-18,5.9.1.0,5.0 and up
Female Daily,BEAUTY,3.9,0,4354,42M,"100,000+",Free,Teen,Beauty,6-Aug-18,2.5.1,4.0.3 and up
FD VR - Virtual App Launcher,LIBRARIES_AND_DEMO,4.1,0,1463,7.4M,"100,000+",Free,Everyone,Libraries & Demo,30-Nov-16,3.6.1,4.4 and up
FD VR Player - for 360 Youtube,FAMILY,3.9,0,100,9.1M,"10,000+",Free,Everyone,Entertainment,30-Nov-16,3.6.1,4.4 and up
FD VR Store -VR Games and Apps,FAMILY,4,0,105,7.5M,"10,000+",Free,Everyone,Simulation,30-Nov-16,3.6.1,4.4 and up
Policy And FD Manager,FINANCE,4.3,0,20,4.8M,500+,Free,Everyone,Finance,9-Jun-18,14,4.4 and up
FD VR - Virtual Reality Camera,FAMILY,4,0,1007,7.4M,"100,000+",Free,Everyone,Entertainment,30-Nov-16,3.6.1,4.4 and up
Sports Lite,SPORTS,4.4,0,16,4.9M,"1,000+",Free,Everyone,Sports,31-Jul-18,1,4.0.3 and up
FD VR Theater - for Youtube VR,FAMILY,4.1,0,4585,9.1M,"1,000,000+",Free,Everyone,Entertainment,30-Nov-16,3.6.1,4.4 and up
Story Time FD,FAMILY,5,0,2,4.2M,10+,Free,Everyone 10+,Simulation,25-Mar-16,1.1,1.6 and up
FD Calculator | Term Deposit | Fixed Deposit,FINANCE,4.8,0,12,2.7M,"1,000+",Free,Everyone,Finance,13-Jun-18,2.1,5.0 and up
Financial Calculator India,FINANCE,4.6,0,13819,3.9M,"1,000,000+",Free,Everyone,Finance,4-Jul-18,3.3,4.0 and up
"FD Calculator (EMI, SIP, RD & Loan Eligilibility)",FINANCE,5,0,104,2.3M,"1,000+",Free,Everyone,Finance,7-Aug-18,2.1.0,4.1 and up
FD VR Cardboard Featured 360 Videos,FAMILY,4.2,0,76,35M,"10,000+",Free,Everyone,Entertainment,19-Dec-17,4.5.1c,4.4 and up
"EMI, FD, RD - Bank Calculator",FINANCE,4.7,0,42,3.5M,"5,000+",Free,Everyone,Finance,2-Apr-17,2.3,4.1 and up
FD VR Player - for Youtube 3D,FAMILY,4,0,2378,9.1M,"500,000+",Free,Everyone,Entertainment,30-Nov-16,3.6.1,4.4 and up
RD/FD Calculator,FINANCE,4.4,0,92,1.5M,"10,000+",Free,Everyone,Finance,31-Jan-17,1.2.1,4.0.3 and up
FD VR Music Videos - MTV Pop and Rap in 360,FAMILY,4.9,0,15,26M,"1,000+",Free,Everyone,Entertainment,19-Dec-17,4.5.3c,4.4 and up
FD VR - Virtual Photo Gallery,FAMILY,3.5,0,179,7.4M,"10,000+",Free,Everyone,Entertainment,30-Nov-16,3.6.1,4.4 and up
Fix Deposit Calculator (FD),FINANCE,4.1,0,7,2.1M,"1,000+",Free,Everyone,Finance,6-Feb-18,1,4.0.3 and up
FD Interest Calculator,FINANCE,4.2,0,17,4.7M,"5,000+",Free,Everyone,Finance,18-Jan-15,2.7,3.0 and up
Deposit Calculator FD & RD,FINANCE,4.4,0,18,3.4M,"10,000+",Free,Everyone,Finance,21-Jan-17,1.1,3.0 and up
Banking Calculator,FINANCE,4.5,0,3704,4.6M,"100,000+",Free,Everyone,Finance,20-Mar-18,34,2.3 and up
FD e-paper,NEWS_AND_MAGAZINES,3.1,0,183,7.1M,"10,000+",Free,Everyone,News & Magazines,4-Jul-18,2.2.9,4.1 and up
EMI/FD/RD/PV/IRR/BEP/EOQ Calc,FINANCE,4.5,0,58,2.7M,"10,000+",Free,Everyone,Finance,9-Dec-15,1.6.3,3.0 and up
